attendance_id,employee_id,date,status,check_in_time,check_out_time
ATD004576,EMP01227,2025-03-28,Present,09:12,17:58
ATD004577,EMP00821,2025-04-04,Present,09:06,18:04
ATD004578,EMP00947,2025-01-22,Present,09:23,17:39
ATD004579,EMP01022,2025-01-30,"Work From Home",09:08,17:43
ATD004580,EMP00596,2026-05-30,Absent,NULL,NULL
ATD004581,EMP00285,2025-06-12,"Half Day",09:03,12:37
ATD004582,EMP01094,2025-03-17,Present,08:34,16:57
ATD004583,EMP00694,2026-03-05,Present,08:47,17:03
ATD004584,EMP00354,2025-10-04,"Half Day",08:44,12:32
ATD004585,EMP00197,2024-10-01,Present,08:39,17:57
ATD004586,EMP00561,2025-04-18,Present,08:48,17:21
ATD004587,EMP00778,2025-09-03,Present,08:43,16:57
ATD004588,EMP00151,2026-07-15,"Work From Home",09:50,17:51
ATD004589,EMP00640,2024-09-24,Absent,NULL,NULL
ATD004590,EMP00732,2024-12-21,Present,08:48,18:09
ATD004591,EMP00065,2026-05-05,Present,09:24,18:50
ATD004592,EMP00181,2025-05-29,"Half Day",09:16,12:47
ATD004593,EMP00225,2024-09-11,Present,09:45,18:27
ATD004594,EMP00343,2026-07-19,Present,08:49,16:59
ATD004595,EMP00608,2026-04-22,Present,08:45,18:06
ATD004596,EMP00312,2025-04-04,Present,08:43,18:13
ATD004597,EMP00073,2025-04-17,Present,09:22,18:33
ATD004598,EMP00789,2025-02-04,Present,09:15,18:25
ATD004599,EMP00690,2025-12-07,Absent,NULL,NULL
ATD004600,EMP01053,2026-03-15,"Half Day",09:10,13:16
ATD004601,EMP00559,2026-05-01,"Work From Home",09:10,17:30
ATD004602,EMP00002,2026-01-07,Present,09:03,17:45
ATD004603,EMP00472,2026-01-16,Present,08:34,16:42
ATD004604,EMP00616,2026-08-05,Present,09:34,18:05
ATD004605,EMP00946,2026-03-16,Present,09:23,18:10
ATD004606,EMP00181,2026-01-24,"Work From Home",09:04,17:06
ATD004607,EMP01104,2025-11-13,Present,09:16,17:54
ATD004608,EMP00077,2025-07-16,"Work From Home",09:43,18:05
ATD004609,EMP01029,2024-09-25,Present,08:41,16:56
ATD004610,EMP00392,2026-05-15,Present,08:58,17:56
ATD004611,EMP01211,2026-05-23,Absent,NULL,NULL
ATD004612,EMP00812,2024-10-21,Absent,NULL,NULL
ATD004613,EMP01146,2026-05-14,Present,09:37,18:04
ATD004614,EMP00441,2026-05-09,Present,09:38,18:05
ATD004615,EMP00164,2025-10-03,Present,09:21,17:44
ATD004616,EMP01188,2025-09-03,Present,09:01,18:07
ATD004617,EMP00409,2026-02-02,"Work From Home",09:31,18:28
ATD004618,EMP00549,2025-12-05,Present,09:19,17:20
ATD004619,EMP01079,2026-02-19,"Half Day",08:56,12:39
ATD004620,EMP00035,2026-01-29,"Work From Home",09:07,17:09
ATD004621,EMP01204,2024-11-20,Present,09:21,17:46
ATD004622,EMP00653,2026-02-22,Present,08:41,18:04
ATD004623,EMP00241,2026-07-09,"Work From Home",09:07,17:13
ATD004624,EMP00255,2026-04-18,"Half Day",08:54,12:25
ATD004625,EMP00778,2026-01-03,Absent,NULL,NULL
ATD004626,EMP00843,2025-10-15,"Half Day",09:10,13:03
ATD004627,EMP01136,2025-06-07,Present,09:27,18:17
ATD004628,EMP00840,2024-09-22,"Work From Home",09:19,18:02
ATD004629,EMP00273,2026-04-16,Present,09:32,18:21
ATD004630,EMP01026,2024-12-30,Absent,NULL,NULL
ATD004631,EMP01018,2026-01-26,Present,08:43,16:53
ATD004632,EMP00971,2026-01-10,Present,09:44,18:27
ATD004633,EMP01067,2024-11-20,"Work From Home",09:12,18:02
ATD004634,EMP01129,2026-01-16,Present,08:35,18:03
ATD004635,EMP00101,2025-09-12,Present,08:37,17:55
ATD004636,EMP00961,2025-12-18,Present,09:24,18:21
ATD004637,EMP00403,2024-09-28,"Half Day",08:53,12:34
ATD004638,EMP00407,2025-12-02,"Half Day",09:17,13:11
ATD004639,EMP00583,2025-08-31,Present,08:54,16:55
ATD004640,EMP01129,2025-12-27,Present,09:08,17:47
ATD004641,EMP00987,2026-02-10,Present,09:28,18:34
ATD004642,EMP00855,2024-09-19,Present,09:21,17:54
ATD004643,EMP00023,2025-03-13,"Half Day",09:17,12:57
ATD004644,EMP00644,2026-02-24,Present,08:34,16:58
ATD004645,EMP01185,2024-11-01,Present,08:35,17:31
ATD004646,EMP00750,2025-01-19,Present,08:41,17:16
ATD004647,EMP00538,2026-07-31,Present,08:50,17:45
ATD004648,EMP01012,2024-10-12,Present,09:12,18:41
ATD004649,EMP01023,2024-11-26,Present,08:33,17:29
ATD004650,EMP00824,2025-09-17,"Work From Home",09:42,18:19
ATD004651,EMP00671,2025-11-08,Present,09:11,17:58
ATD004652,EMP00685,2025-10-11,Present,08:35,17:16
ATD004653,EMP00463,2025-01-31,Present,09:16,18:42
ATD004654,EMP00354,2025-08-24,"Half Day",09:06,12:57
ATD004655,EMP00677,2025-03-19,Present,09:17,17:19
ATD004656,EMP00526,2024-09-24,Present,08:58,16:59
ATD004657,EMP00261,2024-09-01,"Work From Home",09:51,18:01
ATD004658,EMP00584,2026-06-10,Present,09:22,18:18
ATD004659,EMP00194,2025-08-07,Present,09:30,17:41
ATD004660,EMP00871,2024-08-18,Present,08:42,17:47
ATD004661,EMP00962,2024-12-12,Present,08:35,16:39
ATD004662,EMP00766,2024-11-13,Present,09:27,18:19
ATD004663,EMP00149,2024-09-07,Present,08:46,17:42
ATD004664,EMP00557,2025-03-27,"Half Day",08:36,13:04
ATD004665,EMP00432,2025-12-25,Present,08:50,18:19
ATD004666,EMP00053,2025-12-20,"Work From Home",09:46,17:57
ATD004667,EMP00772,2025-05-08,"Work From Home",09:39,18:36
ATD004668,EMP00214,2024-10-23,Present,09:14,18:15
ATD004669,EMP00528,2026-05-08,Present,08:55,18:19
ATD004670,EMP01192,2026-04-27,Present,08:43,17:30
ATD004671,EMP01132,2025-11-02,Present,09:12,17:54
ATD004672,EMP00373,2025-12-28,Present,09:03,17:12
ATD004673,EMP00485,2024-08-05,"Half Day",08:39,12:45
ATD004674,EMP00214,2024-10-21,Present,08:48,17:06
ATD004675,EMP00343,2026-02-08,Present,09:03,17:41
ATD004676,EMP00231,2024-08-06,"Half Day",08:49,12:25
ATD004677,EMP00077,2024-12-30,"Work From Home",09:23,18:06
ATD004678,EMP00413,2025-12-28,Present,09:33,18:35
ATD004679,EMP00151,2025-02-21,Absent,NULL,NULL
ATD004680,EMP00381,2025-09-28,Absent,NULL,NULL
ATD004681,EMP00799,2025-12-11,"Work From Home",09:27,18:18
ATD004682,EMP00337,2024-12-30,Present,08:54,16:57
ATD004683,EMP00165,2025-11-23,Present,08:33,17:40
ATD004684,EMP00114,2025-10-13,Present,08:36,16:44
ATD004685,EMP00408,2025-05-18,Present,08:53,17:42
ATD004686,EMP01160,2025-12-02,"Half Day",09:24,13:48
ATD004687,EMP00031,2026-05-16,Present,08:55,17:26
ATD004688,EMP00272,2026-07-24,Absent,NULL,NULL
ATD004689,EMP00782,2025-01-07,"Half Day",08:33,12:23
ATD004690,EMP00438,2025-05-27,Absent,NULL,NULL
ATD004691,EMP00912,2026-01-10,Absent,NULL,NULL
ATD004692,EMP00404,2025-01-27,"Half Day",09:09,12:47
ATD004693,EMP00039,2024-09-25,Present,09:17,18:13
ATD004694,EMP00925,2024-09-02,Present,08:45,16:45
ATD004695,EMP00281,2025-04-18,Present,08:33,17:19
ATD004696,EMP01143,2026-04-01,"Half Day",09:24,12:54
ATD004697,EMP00837,2025-10-28,Absent,NULL,NULL
ATD004698,EMP00547,2026-04-12,Present,09:31,18:39
ATD004699,EMP00113,2024-08-01,Present,09:19,18:44
ATD004700,EMP00395,2025-02-24,Present,08:59,17:50
ATD004701,EMP00403,2025-08-18,"Half Day",09:23,13:17
ATD004702,EMP00312,2025-06-28,"Work From Home",09:37,17:53
ATD004703,EMP00938,2025-07-07,"Work From Home",09:03,17:12
ATD004704,EMP00537,2025-08-17,Present,09:18,17:19
ATD004705,EMP00651,2024-10-25,Present,08:41,17:01
ATD004706,EMP00047,2025-01-20,"Work From Home",09:36,18:21
ATD004707,EMP00798,2025-03-26,Absent,NULL,NULL
ATD004708,EMP00226,2025-11-25,Present,09:14,17:39
ATD004709,EMP00314,2025-11-12,Present,09:08,17:59
ATD004710,EMP00216,2025-08-07,Absent,NULL,NULL
ATD004711,EMP00794,2025-02-01,Present,09:26,18:01
ATD004712,EMP00453,2025-12-21,Present,09:08,17:45
ATD004713,EMP00402,2025-10-27,Present,08:35,17:20
ATD004714,EMP00772,2025-04-29,"Work From Home",09:18,18:00
ATD004715,EMP01129,2024-09-24,Present,08:58,18:28
ATD004716,EMP00793,2025-09-24,"Work From Home",09:50,18:25
ATD004717,EMP00892,2025-08-03,Present,08:41,17:59
ATD004718,EMP00638,2026-06-04,Present,08:45,18:09
ATD004719,EMP00926,2024-12-11,Present,08:40,17:01
ATD004720,EMP00852,2026-04-02,Present,09:27,18:13
ATD004721,EMP00414,2026-06-24,"Work From Home",09:14,18:05
ATD004722,EMP00879,2024-11-07,Present,08:48,17:12
ATD004723,EMP01088,2024-09-30,Absent,NULL,NULL
ATD004724,EMP00737,2026-01-26,Present,09:07,17:17
ATD004725,EMP00100,2024-12-09,Present,09:28,18:57
ATD004726,EMP00426,2026-05-03,Present,09:30,18:16
ATD004727,EMP01148,2026-07-01,Present,08:45,17:38
ATD004728,EMP00940,2025-10-21,Present,09:39,18:56
ATD004729,EMP01067,2025-09-05,Present,09:05,17:23
ATD004730,EMP00465,2026-06-16,Present,08:44,17:46
ATD004731,EMP01205,2025-10-14,Present,09:30,18:38
ATD004732,EMP00083,2025-03-14,"Work From Home",09:07,17:07
ATD004733,EMP01169,2025-03-17,"Work From Home",09:14,17:52
ATD004734,EMP00665,2026-01-18,Present,08:48,17:45
ATD004735,EMP00204,2026-03-25,Present,09:31,18:39
ATD004736,EMP00319,2026-07-13,Absent,NULL,NULL
ATD004737,EMP01127,2025-10-26,Absent,NULL,NULL
ATD004738,EMP00725,2025-06-15,Present,09:31,18:18
ATD004739,EMP00450,2025-12-08,Present,08:33,17:50
ATD004740,EMP00887,2026-05-10,"Work From Home",09:47,18:36
ATD004741,EMP00312,2026-05-30,Present,08:57,17:27
ATD004742,EMP00782,2024-11-23,Present,09:23,18:01
ATD004743,EMP00480,2025-04-16,Present,08:41,17:30
ATD004744,EMP00709,2024-09-04,Present,09:06,18:00
ATD004745,EMP00944,2025-08-14,Present,08:32,17:04
ATD004746,EMP00768,2024-08-15,Present,08:31,17:39
ATD004747,EMP00307,2025-06-09,Present,08:43,17:05
ATD004748,EMP00726,2025-10-29,Present,08:38,17:46
ATD004749,EMP01075,2025-08-15,Present,09:33,18:07
ATD004750,EMP00426,2024-08-15,Present,09:07,18:34
ATD004751,EMP01205,2024-11-11,"Work From Home",09:23,18:09
ATD004752,EMP00451,2026-04-13,"Work From Home",09:13,17:51
ATD004753,EMP01148,2025-05-04,Present,08:39,17:49
ATD004754,EMP00850,2025-08-15,Present,08:42,17:37
ATD004755,EMP01137,2026-04-17,Present,09:16,18:28
ATD004756,EMP01201,2024-10-24,Present,08:36,16:37
ATD004757,EMP00156,2025-04-10,Present,08:41,17:54
ATD004758,EMP00822,2025-11-12,Present,08:55,18:09
ATD004759,EMP00007,2026-03-02,Absent,NULL,NULL
ATD004760,EMP01041,2026-05-16,Absent,NULL,NULL
ATD004761,EMP01214,2024-10-03,Absent,NULL,NULL
ATD004762,EMP00242,2025-11-07,Present,08:54,17:47
ATD004763,EMP00776,2024-12-23,Present,09:17,18:36
ATD004764,EMP00866,2025-01-03,Present,09:38,18:20
ATD004765,EMP00387,2024-09-10,Present,08:39,16:39
ATD004766,EMP00196,2025-10-02,Absent,NULL,NULL
ATD004767,EMP00218,2026-07-07,"Work From Home",09:35,18:17
ATD004768,EMP01040,2025-12-29,"Half Day",09:12,13:33
ATD004769,EMP00295,2025-09-29,Present,08:54,17:15
ATD004770,EMP00444,2026-03-05,Present,09:29,18:59
ATD004771,EMP00782,2025-03-26,Present,08:51,17:51
ATD004772,EMP00325,2026-04-04,"Half Day",09:20,13:47
ATD004773,EMP01134,2025-01-25,"Work From Home",09:20,18:07
ATD004774,EMP00083,2026-01-11,Present,08:44,18:05
ATD004775,EMP00499,2025-03-03,Present,09:32,19:02
ATD004776,EMP00862,2025-01-27,Present,09:41,19:08
ATD004777,EMP00344,2025-10-26,Present,09:29,18:09
ATD004778,EMP00379,2026-01-09,Absent,NULL,NULL
ATD004779,EMP00860,2026-06-27,Present,08:53,17:45
ATD004780,EMP00682,2024-12-20,Present,08:33,16:46
ATD004781,EMP00730,2026-05-22,"Half Day",08:45,12:31
ATD004782,EMP01064,2026-03-08,Present,08:38,17:28
ATD004783,EMP01060,2025-05-12,Present,09:10,17:38
ATD004784,EMP01204,2026-02-04,Present,09:40,17:44
ATD004785,EMP00163,2026-07-06,Present,08:37,17:22
ATD004786,EMP00619,2026-07-21,"Work From Home",09:44,18:19
ATD004787,EMP00109,2026-02-11,"Work From Home",09:48,18:12
ATD004788,EMP01230,2026-03-19,Absent,NULL,NULL
ATD004789,EMP00751,2026-07-25,Present,09:01,17:20
ATD004790,EMP00595,2025-06-17,"Half Day",09:24,13:52
ATD004791,EMP00057,2024-10-27,"Work From Home",09:06,17:10
ATD004792,EMP00157,2025-01-09,"Work From Home",09:00,17:50
ATD004793,EMP00115,2024-11-01,"Half Day",08:59,13:11
ATD004794,EMP00553,2025-02-18,Absent,NULL,NULL
ATD004795,EMP00587,2025-12-23,Absent,NULL,NULL
ATD004796,EMP00251,2026-03-19,Present,08:43,16:56
ATD004797,EMP00733,2025-03-18,Present,09:35,18:46
ATD004798,EMP00782,2026-04-14,Present,08:48,17:44
ATD004799,EMP01079,2025-05-09,"Half Day",09:24,13:43
ATD004800,EMP00481,2026-02-24,Present,09:34,17:36
ATD004801,EMP00388,2026-07-24,Absent,NULL,NULL
ATD004802,EMP00817,2025-01-24,Present,09:11,18:11
ATD004803,EMP00884,2025-04-18,"Work From Home",09:29,18:16
ATD004804,EMP00737,2024-09-12,Present,08:36,16:49
ATD004805,EMP00926,2026-05-29,Present,08:50,18:16
ATD004806,EMP00233,2026-05-30,Present,09:31,17:58
ATD004807,EMP00647,2026-05-19,Present,08:33,16:50
ATD004808,EMP01107,2024-11-14,Absent,NULL,NULL
ATD004809,EMP00528,2026-06-08,Present,08:45,17:31
ATD004810,EMP00669,2024-11-28,Present,08:53,17:38
ATD004811,EMP00271,2026-02-05,Present,09:44,18:48
ATD004812,EMP00514,2026-06-18,Present,09:10,18:07
ATD004813,EMP00092,2024-11-17,Present,08:30,17:42
ATD004814,EMP00156,2025-11-02,Present,08:36,16:49
ATD004815,EMP00901,2026-05-17,"Work From Home",09:04,18:02
ATD004816,EMP00823,2024-08-19,Present,09:13,17:13
ATD004817,EMP00821,2024-08-17,"Half Day",09:01,12:52
ATD004818,EMP00057,2024-10-01,Absent,NULL,NULL
ATD004819,EMP00139,2026-02-09,Present,09:15,17:54
ATD004820,EMP00453,2025-03-24,Present,09:04,18:13
ATD004821,EMP00506,2024-10-27,"Work From Home",09:11,17:24
ATD004822,EMP00123,2024-12-25,Present,09:09,17:24
ATD004823,EMP00660,2026-02-03,Present,09:39,17:58
ATD004824,EMP00842,2024-12-08,Present,09:07,17:32
ATD004825,EMP00128,2025-09-17,Present,09:42,19:01
ATD004826,EMP00337,2025-05-07,Present,08:40,17:28
ATD004827,EMP01037,2025-11-12,Present,09:32,18:49
ATD004828,EMP00450,2024-09-15,Absent,NULL,NULL
ATD004829,EMP00623,2026-07-21,"Work From Home",09:28,17:43
ATD004830,EMP00039,2026-01-14,Present,08:55,17:14
ATD004831,EMP00693,2025-04-13,Present,09:38,18:14
ATD004832,EMP00615,2026-01-20,Present,08:54,18:23
ATD004833,EMP00692,2025-08-03,Present,09:08,17:18
ATD004834,EMP00198,2026-05-04,Absent,NULL,NULL
ATD004835,EMP00960,2025-07-23,"Half Day",08:37,12:27
ATD004836,EMP00040,2025-07-14,Absent,NULL,NULL
ATD004837,EMP01210,2025-12-13,Present,08:38,17:38
ATD004838,EMP00014,2026-07-22,Present,09:15,17:40
ATD004839,EMP00525,2025-11-14,Present,09:07,18:04
ATD004840,EMP00666,2025-09-30,Present,08:42,17:37
ATD004841,EMP00585,2026-04-11,Present,08:49,16:57
ATD004842,EMP00936,2025-09-11,Present,09:12,17:15
ATD004843,EMP00358,2025-03-18,Present,08:52,18:02
ATD004844,EMP00945,2024-08-08,Present,08:59,17:19
ATD004845,EMP00323,2025-03-20,Present,08:56,17:12
ATD004846,EMP00154,2024-10-12,"Work From Home",09:30,17:50
ATD004847,EMP01228,2025-04-19,Absent,NULL,NULL
ATD004848,EMP01103,2025-06-05,"Half Day",09:01,12:42
ATD004849,EMP00251,2025-02-12,"Work From Home",09:44,18:20
ATD004850,EMP00494,2025-10-28,Present,09:14,18:37
ATD004851,EMP00768,2025-03-01,Absent,NULL,NULL
ATD004852,EMP01201,2026-04-04,"Half Day",08:53,13:12
ATD004853,EMP00983,2025-04-07,Present,08:32,16:48
ATD004854,EMP00320,2025-10-16,Present,09:10,18:15
ATD004855,EMP00684,2024-10-30,Present,09:10,18:20
ATD004856,EMP00827,2026-06-26,"Half Day",08:45,12:55
ATD004857,EMP00054,2024-12-26,"Half Day",09:16,13:40
ATD004858,EMP00370,2025-12-19,Present,08:49,18:19
ATD004859,EMP01184,2025-04-09,Absent,NULL,NULL
ATD004860,EMP00281,2026-01-01,Absent,NULL,NULL
ATD004861,EMP00495,2025-10-28,Present,09:43,18:15
ATD004862,EMP00400,2025-03-08,Present,09:40,17:47
ATD004863,EMP00720,2024-09-16,Present,08:36,17:18
ATD004864,EMP00698,2024-10-08,"Half Day",08:45,12:55
ATD004865,EMP00576,2025-10-14,Present,08:30,17:54
ATD004866,EMP00199,2026-05-29,Present,09:22,17:32
ATD004867,EMP01105,2025-11-07,Absent,NULL,NULL
ATD004868,EMP00123,2025-12-28,Present,08:31,16:58
ATD004869,EMP00876,2026-06-26,Present,08:41,18:10
ATD004870,EMP00528,2025-04-19,Absent,NULL,NULL
ATD004871,EMP00077,2025-08-08,Present,09:15,17:51
ATD004872,EMP00983,2024-09-01,Absent,NULL,NULL
ATD004873,EMP00333,2026-05-18,Present,08:31,16:47
ATD004874,EMP01184,2025-08-04,Present,08:53,18:06
ATD004875,EMP00132,2024-12-19,"Half Day",09:22,12:54
ATD004876,EMP00219,2024-10-24,Absent,NULL,NULL
ATD004877,EMP00488,2024-12-04,Present,09:33,18:21
ATD004878,EMP00121,2024-10-12,Absent,NULL,NULL
ATD004879,EMP00697,2026-01-28,Present,08:58,18:18
ATD004880,EMP00693,2026-02-25,Present,09:21,18:50
ATD004881,EMP00610,2024-12-27,Present,09:25,18:23
ATD004882,EMP00273,2025-06-28,"Half Day",08:59,12:39
ATD004883,EMP00505,2025-07-19,Present,09:15,17:48
ATD004884,EMP01063,2025-09-08,Present,09:29,17:57
ATD004885,EMP00434,2026-05-31,"Work From Home",09:33,17:59
ATD004886,EMP00531,2025-12-12,Present,08:36,17:13
ATD004887,EMP00933,2026-03-18,"Work From Home",09:34,17:44
ATD004888,EMP00111,2025-06-02,"Work From Home",09:00,17:28
ATD004889,EMP00930,2025-05-06,Present,08:36,17:14
ATD004890,EMP00639,2024-09-20,Absent,NULL,NULL
ATD004891,EMP00081,2026-03-04,Present,08:40,16:49
ATD004892,EMP00818,2024-09-17,Present,09:13,17:35
ATD004893,EMP00611,2026-04-30,Present,09:07,17:29
ATD004894,EMP00702,2025-03-10,Present,09:02,17:44
ATD004895,EMP00729,2026-01-07,"Work From Home",09:31,18:07
ATD004896,EMP00450,2026-01-31,Present,09:38,18:25
ATD004897,EMP00673,2026-06-17,"Work From Home",09:24,17:56
ATD004898,EMP00212,2025-06-19,Present,08:57,18:00
ATD004899,EMP00431,2026-07-22,Present,08:48,17:09
ATD004900,EMP00318,2024-12-28,Absent,NULL,NULL
ATD004901,EMP01041,2026-05-09,Absent,NULL,NULL
ATD004902,EMP01121,2026-07-29,Present,08:38,17:00
ATD004903,EMP00035,2025-03-18,Present,09:05,18:15
ATD004904,EMP00376,2025-04-01,Present,08:43,16:47
ATD004905,EMP01050,2025-11-26,Present,08:39,17:14
ATD004906,EMP00031,2025-05-25,Present,09:35,18:53
ATD004907,EMP00735,2025-08-21,Present,08:40,18:04
ATD004908,EMP00810,2025-06-29,Present,09:20,17:22
ATD004909,EMP00279,2025-10-03,Present,08:59,18:04
ATD004910,EMP01227,2025-07-09,Present,09:41,17:56
ATD004911,EMP00830,2025-09-30,Present,09:02,17:05
ATD004912,EMP00070,2025-07-13,Absent,NULL,NULL
ATD004913,EMP00715,2025-06-09,Present,08:41,16:58
ATD004914,EMP01051,2025-12-01,Present,08:32,17:26
ATD004915,EMP00534,2025-10-12,"Work From Home",09:44,18:02
ATD004916,EMP00032,2025-08-01,Present,09:23,18:38
ATD004917,EMP00939,2026-03-17,Present,09:06,17:33
ATD004918,EMP00734,2026-06-10,Present,08:54,18:08
ATD004919,EMP00327,2025-04-03,"Work From Home",09:07,17:14
ATD004920,EMP00291,2025-04-27,Present,08:33,17:03
ATD004921,EMP00747,2025-04-21,"Work From Home",09:57,18:10
ATD004922,EMP00473,2026-05-01,"Work From Home",09:28,18:08
ATD004923,EMP01229,2026-07-07,Present,09:11,17:57
ATD004924,EMP00362,2025-07-19,"Half Day",08:36,12:32
ATD004925,EMP00790,2024-08-07,Present,08:45,18:12
ATD004926,EMP00135,2025-04-19,Present,09:01,18:23
ATD004927,EMP00363,2025-03-03,Absent,NULL,NULL
ATD004928,EMP01088,2025-05-20,Present,09:34,18:40
ATD004929,EMP00291,2025-12-28,Present,08:41,16:47
ATD004930,EMP00016,2025-03-16,"Work From Home",09:40,17:56
ATD004931,EMP01217,2024-10-22,Present,08:43,17:55
ATD004932,EMP00135,2026-01-08,Present,09:27,17:33
ATD004933,EMP00271,2025-07-18,Present,09:17,17:49
ATD004934,EMP00505,2024-11-09,Present,08:57,16:58
ATD004935,EMP00327,2025-08-02,Present,09:14,17:21
ATD004936,EMP00393,2026-06-17,Absent,NULL,NULL
ATD004937,EMP00048,2024-11-11,Present,09:11,18:00
ATD004938,EMP00045,2026-04-24,Present,08:42,17:11
ATD004939,EMP00045,2026-04-07,Present,08:48,18:13
ATD004940,EMP00074,2025-08-18,Present,08:45,17:53
ATD004941,EMP00875,2025-09-09,Present,09:27,18:37
ATD004942,EMP00420,2026-04-03,Present,08:37,16:37
ATD004943,EMP00415,2026-01-25,Absent,NULL,NULL
ATD004944,EMP00305,2026-02-09,Present,09:40,18:56
ATD004945,EMP01068,2026-06-19,Present,08:57,18:06
ATD004946,EMP00330,2026-06-10,Present,09:12,18:40
ATD004947,EMP01196,2024-12-02,"Work From Home",09:15,17:29
ATD004948,EMP01107,2024-10-08,Present,08:53,17:38
ATD004949,EMP01103,2026-03-27,"Half Day",08:40,12:33
ATD004950,EMP00756,2025-01-01,Present,08:46,17:37
ATD004951,EMP00557,2024-09-30,"Work From Home",09:01,17:08
ATD004952,EMP01038,2024-10-08,Present,08:56,17:22
ATD004953,EMP01161,2026-04-23,Present,08:45,17:22
ATD004954,EMP01209,2026-08-01,Present,08:32,17:56
ATD004955,EMP00916,2025-07-27,"Work From Home",09:18,17:58
ATD004956,EMP00295,2025-05-08,Present,08:43,17:16
ATD004957,EMP00930,2026-05-15,Present,08:50,18:09
ATD004958,EMP00719,2024-08-31,Present,08:46,17:25
ATD004959,EMP00151,2024-08-03,Present,09:33,18:48
ATD004960,EMP01222,2025-07-22,Present,08:41,17:50
ATD004961,EMP00873,2026-01-01,"Work From Home",09:57,18:18
ATD004962,EMP00109,2025-12-30,Present,09:40,18:44
ATD004963,EMP00163,2025-09-02,Present,08:35,16:42
ATD004964,EMP00362,2025-11-07,"Work From Home",09:50,17:52
ATD004965,EMP00591,2024-12-16,"Half Day",09:04,12:55
ATD004966,EMP00201,2025-08-19,Present,08:45,17:46
ATD004967,EMP01018,2024-10-07,Present,08:50,18:16
ATD004968,EMP00575,2026-06-11,Absent,NULL,NULL
ATD004969,EMP01111,2025-08-04,"Half Day",09:25,13:44
ATD004970,EMP00717,2024-08-29,"Work From Home",09:23,18:23
ATD004971,EMP00804,2025-08-28,Present,09:14,17:25
ATD004972,EMP00332,2026-07-11,"Work From Home",09:07,17:46
ATD004973,EMP00466,2026-04-03,Absent,NULL,NULL
ATD004974,EMP00477,2026-04-29,"Work From Home",09:41,18:06
ATD004975,EMP00880,2025-05-23,"Work From Home",09:41,18:24
ATD004976,EMP00588,2025-01-12,Present,08:34,18:00
ATD004977,EMP00494,2026-06-12,Present,08:51,17:33
ATD004978,EMP01014,2025-09-07,Present,08:42,17:19
ATD004979,EMP00254,2025-05-02,Absent,NULL,NULL
ATD004980,EMP00707,2025-06-18,"Work From Home",09:31,18:20
ATD004981,EMP00351,2024-12-29,Present,08:52,16:53
ATD004982,EMP00953,2026-04-16,"Work From Home",09:15,17:34
ATD004983,EMP00705,2024-10-14,Present,08:58,18:08
ATD004984,EMP00311,2026-07-11,Present,09:18,17:52
ATD004985,EMP00648,2025-05-07,"Work From Home",09:19,17:20
ATD004986,EMP00399,2026-03-14,Present,09:02,18:13
ATD004987,EMP00982,2026-05-26,Present,09:26,17:35
ATD004988,EMP00501,2025-04-20,Absent,NULL,NULL
ATD004989,EMP00032,2025-06-27,Absent,NULL,NULL
ATD004990,EMP00875,2026-01-17,"Half Day",09:22,13:04
ATD004991,EMP00015,2026-01-07,Present,09:34,17:55
ATD004992,EMP00401,2025-01-28,Absent,NULL,NULL
ATD004993,EMP01129,2025-07-30,Present,09:36,19:01
ATD004994,EMP00933,2024-09-22,"Work From Home",09:22,17:46
ATD004995,EMP00477,2026-04-21,Present,08:33,17:00
ATD004996,EMP00167,2024-09-15,Present,09:34,18:56
ATD004997,EMP00831,2025-09-20,Present,08:34,17:37
ATD004998,EMP01104,2026-02-04,Present,09:41,18:02
ATD004999,EMP00442,2025-12-15,Present,09:21,18:05
ATD005000,EMP00038,2025-04-12,Present,09:33,18:34
ATD005001,EMP01134,2025-09-01,Present,08:40,17:49
ATD005002,EMP00819,2025-12-08,Present,08:33,16:44
ATD005003,EMP00306,2024-10-14,Present,09:03,18:31
ATD005004,EMP01058,2026-07-14,Absent,NULL,NULL
ATD005005,EMP01095,2025-06-19,Present,08:33,16:53
ATD005006,EMP00898,2025-07-31,Present,09:07,18:01
ATD005007,EMP00841,2024-08-29,Present,09:10,17:44
ATD005008,EMP00913,2025-06-28,"Half Day",09:00,12:42
ATD005009,EMP00653,2026-03-22,"Work From Home",09:55,18:46
ATD005010,EMP00898,2026-03-12,"Work From Home",09:38,18:06
ATD005011,EMP00059,2026-05-01,"Work From Home",09:55,18:30
ATD005012,EMP00910,2025-08-28,Present,09:25,18:40
ATD005013,EMP00915,2025-09-24,Present,09:09,18:17
ATD005014,EMP00858,2025-07-23,Present,09:33,17:39
ATD005015,EMP00580,2025-11-12,Present,09:01,17:35
ATD005016,EMP00485,2024-11-05,Present,08:49,17:52
ATD005017,EMP00587,2026-05-13,Absent,NULL,NULL
ATD005018,EMP00861,2024-11-08,Present,08:32,16:44
ATD005019,EMP00575,2025-06-03,Present,09:28,18:19
ATD005020,EMP00446,2024-08-28,"Work From Home",09:30,17:54
ATD005021,EMP00782,2025-08-26,Present,08:55,17:52
ATD005022,EMP00080,2024-12-17,"Half Day",08:38,12:31
ATD005023,EMP00011,2025-03-23,"Half Day",09:28,13:40
ATD005024,EMP00180,2024-09-22,"Work From Home",09:26,17:46
ATD005025,EMP01021,2025-01-01,Present,08:46,17:51
