salary_id,employee_id,basic_salary,bonus,deductions,net_salary,Pay_Date
SAL005143,EMP00565,54634.33,2330.3,13295.48,43669.15,2024-10-08
SAL005144,EMP00470,140779.42,6718.75,14210.78,133287.39,2025-06-13
SAL005145,EMP00047,73089.39,19155.61,10332.01,81912.99,2025-09-16
SAL005146,EMP00955,76722.75,15771.42,12026.87,80467.3,2025-04-14
SAL005147,EMP00926,133515.99,16915.12,1951.14,148479.97,2026-03-28
SAL005148,EMP00197,97362.74,19163.59,12953.98,103572.35,2024-09-15
SAL005149,EMP01051,75671.02,16271.47,5499.38,86443.11,2025-02-15
SAL005150,EMP01125,142161.35,10310.91,10156.19,142316.07,2025-06-09
SAL005151,EMP00900,21790.24,7423.98,1562.88,27651.34,2025-10-18
SAL005152,EMP00713,48569.01,5013.45,11267.02,42315.44,2025-09-27
SAL005153,EMP01087,59935.79,11833.29,3121.45,68647.63,2025-06-06
SAL005154,EMP00514,49490.39,6913.49,14137.74,42266.14,2025-07-20
SAL005155,EMP00314,101610.87,4871.57,5948.21,100534.23,2024-11-20
SAL005156,EMP00933,53213.7,10034.72,6856.01,56392.41,2024-10-06
SAL005157,EMP00160,112706.19,17370.57,6895.6,123181.16,2025-06-21
SAL005158,EMP00648,65067.62,6248.81,2150.24,69166.19,2024-12-06
SAL005159,EMP01213,49805.54,13844.53,6962.56,56687.51,2025-07-13
SAL005160,EMP00680,79825.02,17950.01,1981.49,95793.54,2024-08-29
SAL005161,EMP00158,135601.67,17648.84,14366.02,138884.49,2025-07-16
SAL005162,EMP00567,71229.59,13628.31,13817.05,71040.85,2026-05-29
SAL005163,EMP00001,53466.25,5996.52,3736.54,55726.23,2025-09-15
SAL005164,EMP00347,43314.05,4418.37,14835.28,32897.14,2024-11-19
SAL005165,EMP01046,105874.35,9973.63,4235.22,111612.76,2024-08-27
SAL005166,EMP00486,123750.62,8711.3,10562.84,121899.08,2025-12-08
SAL005167,EMP00486,137142.37,1228.38,5641.81,132728.94,2025-02-04
SAL005168,EMP00216,81903.04,16598.37,4775.29,93726.12,2025-05-07
SAL005169,EMP00751,62853.46,14029.9,6827.37,70055.99,2025-11-22
SAL005170,EMP00824,71058.18,2088.94,1268.59,71878.53,2025-06-18
SAL005171,EMP00308,77880.02,6489.36,3226.37,81143.01,2025-09-01
SAL005172,EMP00811,26492.11,10602.38,13057.18,24037.31,2026-06-12
SAL005173,EMP00046,42193.25,11301.9,2555.61,50939.54,2025-09-02
SAL005174,EMP00467,65939.92,15184.57,4674.72,76449.77,2024-10-29
SAL005175,EMP00482,113022.27,19153,9167.64,123007.63,2025-03-22
SAL005176,EMP01219,125831.45,12685.41,2965.55,135551.31,2025-04-23
SAL005177,EMP00886,57052.2,4788.39,11488.55,50352.04,2025-08-12
SAL005178,EMP01145,130207.06,1130.21,5642.98,125694.29,2025-03-22
SAL005179,EMP00998,93610.77,17525.04,13463.28,97672.53,2024-12-02
SAL005180,EMP00886,110183.8,13869.72,10516.6,113536.92,2024-11-04
SAL005181,EMP01125,48733.05,15541.37,12396.16,51878.26,2025-04-24
SAL005182,EMP00590,66232.89,16515.37,14983.61,67764.65,2024-11-19
SAL005183,EMP00435,112820.35,11775.85,10433.64,114162.56,2026-04-18
SAL005184,EMP00924,55252.18,5007.23,14433.11,45826.3,2024-11-20
SAL005185,EMP00959,49111.78,11235.36,12727.79,47619.35,2025-07-04
SAL005186,EMP01146,41782.4,11043.27,1891.86,50933.81,2026-01-19
SAL005187,EMP00047,71271.67,2331.26,4764.12,68838.81,2025-11-22
SAL005188,EMP00896,70905.96,6454.99,4838.06,72522.89,2026-03-23
SAL005189,EMP00189,120506.87,16710.8,7694.6,129523.07,2026-03-09
SAL005190,EMP00709,139745.37,5610.27,6841.04,138514.6,2025-04-17
SAL005191,EMP00107,27291.63,19895.51,8152.28,39034.86,2026-07-05
SAL005192,EMP00800,116737.24,5952.78,7454.76,115235.26,2025-01-30
SAL005193,EMP00099,91226.95,10474,13927.81,87773.14,2025-05-16
SAL005194,EMP00482,44755.1,12958.75,8330.86,49382.99,2026-08-02
SAL005195,EMP00198,65001.36,2935.32,4270.95,63665.73,2026-07-22
SAL005196,EMP00314,71458.88,13110.77,3961.12,80608.53,2024-10-08
SAL005197,EMP00106,148714.22,3392.93,1232.91,150874.24,2025-04-24
SAL005198,EMP00421,82656.58,9531.04,1411.24,90776.38,2025-03-06
SAL005199,EMP00716,125098.67,8124.96,3851,129372.63,2026-01-31
SAL005200,EMP01046,71754.61,17104.64,4993.17,83866.08,2026-03-05
SAL005201,EMP01019,92545.43,14917.42,10122.1,97340.75,2025-11-03
SAL005202,EMP00057,76134.95,9049.41,13324.22,71860.14,2026-02-21
SAL005203,EMP00334,88634.34,19247.76,9487.5,98394.6,2025-10-16
SAL005204,EMP00663,44763.76,2764.06,11072.32,36455.5,2025-06-18
SAL005205,EMP01196,97213.74,6476.73,9294.59,94395.88,2025-02-16
SAL005206,EMP00349,82037.89,4895.38,7211.38,79721.89,2025-01-29
SAL005207,EMP01049,137228.13,3620.37,1155.71,139692.79,2025-03-06
SAL005208,EMP00903,131755.69,3218.4,5137.57,129836.52,2025-11-11
SAL005209,EMP01185,59725.97,4505.26,5469.08,58762.15,2024-11-27
SAL005210,EMP00045,135326.82,19538.31,10015.72,144849.41,2026-04-02
SAL005211,EMP00139,78715.21,15977.46,12751.79,81940.88,2025-11-25
SAL005212,EMP01038,147277.98,14207.79,9991.5,151494.27,2024-09-08
SAL005213,EMP00449,72089.59,5309.99,14795.11,62604.47,2026-04-09
SAL005214,EMP01098,123098.15,2564.83,13911.24,111751.74,2025-07-16
SAL005215,EMP00122,68377.89,17340.08,6876.63,78841.34,2026-04-28
SAL005216,EMP00610,134251.71,7827.05,13672.76,128406,2025-10-28
SAL005217,EMP01097,91314.03,10697.97,6491.97,95520.03,2026-01-21
SAL005218,EMP00406,47245.22,19350,12175.23,54419.99,2026-04-06
SAL005219,EMP00684,26498.24,10022.69,8198.3,28322.63,2026-03-02
SAL005220,EMP01024,145426.02,5846.4,12749.26,138523.16,2025-12-02
SAL005221,EMP00656,98424.39,16569.1,10023.16,104970.33,2025-04-05
SAL005222,EMP00546,105619.49,17796.07,3080.41,120335.15,2025-09-18
SAL005223,EMP00562,102703.81,17935.53,9673.16,110966.18,2025-09-23
SAL005224,EMP00410,36506.11,3143.69,1088.59,38561.21,2026-01-05
SAL005225,EMP00428,37736.68,11491.2,14329.55,34898.33,2025-04-25
SAL005226,EMP00793,54331.16,15243.1,7016.53,62557.73,2026-07-30
SAL005227,EMP00089,38065.65,3970.85,4578.99,37457.51,2024-09-18
SAL005228,EMP00151,146757.47,17685.88,6052.73,158390.62,2024-10-26
SAL005229,EMP00857,105257.43,4497.16,2128.7,107625.89,2025-10-20
SAL005230,EMP00170,37347.55,10165.94,2511.85,45001.64,2026-02-01
SAL005231,EMP00818,54417.83,2364.79,14517.03,42265.59,2025-03-15
SAL005232,EMP00827,120052.73,17775.14,8257.18,129570.69,2025-02-22
SAL005233,EMP00453,129389.67,16168.68,9966.19,135592.16,2026-03-26
SAL005234,EMP00597,108316.59,18165.09,9566.45,116915.23,2025-07-19
SAL005235,EMP00707,81151.58,3000.6,1468.96,82683.22,2026-05-07
SAL005236,EMP00046,129049.8,17651.13,13623.36,133077.57,2025-07-21
SAL005237,EMP00494,47579.32,15084.25,5026.62,57636.95,2025-05-14
SAL005238,EMP00971,122196.98,10958.89,9687.63,123468.24,2025-05-14
SAL005239,EMP00472,123688.87,10710.08,4311.33,130087.62,2025-03-19
SAL005240,EMP00151,54115.52,7671.91,2390.89,59396.54,2026-07-28
SAL005241,EMP01127,69109.42,19324.33,5858.67,82575.08,2026-05-24
SAL005242,EMP00145,85102.41,17694.27,10083.22,92713.46,2025-03-22
SAL005243,EMP00690,122366.08,12433.67,7211.64,127588.11,2026-01-25
SAL005244,EMP00704,101253.97,6120.06,13025.52,94348.51,2026-05-09
SAL005245,EMP00265,23045.36,15136.18,1888.41,36293.13,2026-04-24
SAL005246,EMP00914,146206.04,5044.02,8878.81,142371.25,2025-12-28
SAL005247,EMP00626,137804.71,2280.21,1174.37,138910.55,2026-06-15
SAL005248,EMP01170,143238.31,2451,9440.79,136248.52,2025-01-19
SAL005249,EMP00525,141478.86,5528.93,6289.26,140718.53,2026-01-09
SAL005250,EMP00995,45728.44,1989.49,3677.98,44039.95,2026-07-15
SAL005251,EMP00951,124028.66,5131.2,8126.14,121033.72,2024-12-09
SAL005252,EMP00895,46990.07,1521.81,10504.92,38006.96,2026-05-30
SAL005253,EMP01042,42225.93,3773.87,2506.46,43493.34,2025-01-19
SAL005254,EMP00131,115848.8,16569.64,14849.37,117569.07,2025-10-22
SAL005255,EMP00772,96013.09,2267.73,13538.7,84742.12,2026-04-02
SAL005256,EMP00143,89597.44,18380.38,9166.92,98810.9,2026-02-05
SAL005257,EMP01101,41882.31,11265.36,13623.65,39524.02,2026-01-12
SAL005258,EMP00705,26001.28,17275.51,9912.75,33364.04,2026-05-21
SAL005259,EMP00969,50684.64,5705.35,5409.6,50980.39,2026-06-08
SAL005260,EMP00347,32519.32,14449.51,4350.61,42618.22,2026-03-27
SAL005261,EMP01107,66160.48,10908.82,7202.04,69867.26,2024-10-09
SAL005262,EMP00855,44119.58,6988,10224.41,40883.17,2025-09-21
SAL005263,EMP00416,121402.84,1363.42,6886.88,115879.38,2024-08-26
SAL005264,EMP00657,64172.36,4766.77,1789.75,67149.38,2026-05-20
SAL005265,EMP00852,127921.8,16885.28,10894.1,133912.98,2025-04-27
SAL005266,EMP00436,120099.64,16852.58,2097.32,134854.9,2024-12-24
SAL005267,EMP00972,128601.21,5983.46,1818.56,132766.11,2025-11-30
SAL005268,EMP00318,28211.44,16205.43,13403.47,31013.4,2025-12-16
SAL005269,EMP01194,69704.93,11198.92,8533.21,72370.64,2025-07-21
SAL005270,EMP00838,86715.42,12453.05,9186.07,89982.4,2025-03-03
SAL005271,EMP01090,87271.22,17622.93,10193.89,94700.26,2026-08-01
SAL005272,EMP01177,98071.1,14092.66,1024.62,111139.14,2025-11-07
SAL005273,EMP00407,102421.8,2922.13,10375.94,94967.99,2026-04-18
SAL005274,EMP00161,55648.78,3336.16,10207.01,48777.93,2026-02-13
SAL005275,EMP00170,65103.86,18919.44,13378.12,70645.18,2025-04-09
SAL005276,EMP00966,29282.28,11897.33,5385.74,35793.87,2025-11-27
SAL005277,EMP00281,73661.44,11767,6046.02,79382.42,2025-02-11
SAL005278,EMP01089,31315.17,6659.86,8885.66,29089.37,2025-04-09
SAL005279,EMP00051,113631.91,10496.31,10892.81,113235.41,2025-08-18
SAL005280,EMP00177,135676.61,10213.88,11050.97,134839.52,2025-06-03
SAL005281,EMP00448,53810.78,16226.78,14868.61,55168.95,2025-12-21
SAL005282,EMP00145,118010.99,18832.31,12615.96,124227.34,2026-07-23
SAL005283,EMP01152,136949.44,12454.77,1118.09,148286.12,2026-01-05
SAL005284,EMP00119,49734.66,12323.67,4622.64,57435.69,2025-07-10
SAL005285,EMP00646,30517.23,1758.82,6911.1,25364.95,2024-10-23
SAL005286,EMP00114,88285.78,16712.13,14556.74,90441.17,2025-06-20
SAL005287,EMP01109,132329.46,13887.48,6601.2,139615.74,2025-11-14
SAL005288,EMP00839,142614.15,6496.66,3889.74,145221.07,2026-06-07
SAL005289,EMP00654,97748.64,16926.23,2034.7,112640.17,2025-08-18
SAL005290,EMP00565,78310.25,2972.85,10619.2,70663.9,2026-07-09
SAL005291,EMP00604,126609.51,13945.04,13951.9,126602.65,2025-02-12
SAL005292,EMP00862,125588.5,3756.63,3552.08,125793.05,2026-06-22
SAL005293,EMP00904,22905.24,6510.61,6401.37,23014.48,2026-02-23
SAL005294,EMP00318,61047.03,4534.81,8132.98,57448.86,2024-11-12
SAL005295,EMP00018,24528.66,3916.81,8816.25,19629.22,2024-12-22
SAL005296,EMP00745,44959.9,15913.14,8390.31,52482.73,2025-10-11
SAL005297,EMP00417,49964.19,11198.32,13214.15,47948.36,2025-06-15
SAL005298,EMP00254,145533.68,3665.29,6202.03,142996.94,2025-08-10
SAL005299,EMP00039,52552.12,12750,12050.97,53251.15,2025-07-08
SAL005300,EMP00347,86026.42,17697.23,13281.71,90441.94,2025-11-23
SAL005301,EMP00351,90784.1,11729.26,6169.67,96343.69,2025-10-12
SAL005302,EMP00462,35610.67,4247.96,11605.9,28252.73,2025-02-03
SAL005303,EMP00832,133326.17,13270.37,13515.32,133081.22,2024-11-12
SAL005304,EMP00541,69232.49,1759.55,7937.24,63054.8,2026-02-14
SAL005305,EMP00523,32761.73,5419.39,8843.41,29337.71,2025-06-06
SAL005306,EMP00585,88505.29,16245.53,7105.07,97645.75,2025-08-30
SAL005307,EMP00881,106802.16,11950.27,8804.22,109948.21,2026-01-01
SAL005308,EMP00206,115093.29,12080.6,1588.95,125584.94,2026-01-11
SAL005309,EMP00476,105606.5,8037.4,8249.99,105393.91,2025-09-17
SAL005310,EMP00161,30779.53,17563.33,1406.89,46935.97,2026-06-23
SAL005311,EMP00431,46485.97,1435.24,13594.58,34326.63,2025-02-20
SAL005312,EMP00231,61757.65,12434.29,12909.97,61281.97,2025-11-29
SAL005313,EMP00113,23793.2,13755.37,13257.85,24290.72,2025-10-12
SAL005314,EMP00299,148631.72,16295.41,13204.6,151722.53,2025-05-23
SAL005315,EMP00697,67816.64,12919.22,12879.04,67856.82,2024-12-03
SAL005316,EMP00669,21128.43,8036.04,8679.16,20485.31,2024-11-03
SAL005317,EMP00907,44954.02,18330.82,5146.24,58138.6,2025-06-10
SAL005318,EMP00123,51949.91,3465.08,6537.4,48877.59,2025-01-16
SAL005319,EMP00911,32045.66,14230.04,11796.25,34479.45,2026-04-19
SAL005320,EMP00695,50478.47,18767.9,6281.96,62964.41,2025-11-28
SAL005321,EMP00105,45649.53,3580.11,10450.6,38779.04,2025-03-02
SAL005322,EMP00326,144044.46,16097.9,9743.62,150398.74,2026-07-29
SAL005323,EMP00049,133654.23,17685.71,8282.18,143057.76,2025-04-28
SAL005324,EMP00216,143774.03,18287.57,13389.19,148672.41,2026-05-01
SAL005325,EMP00222,37827.09,6390.47,14073.78,30143.78,2025-12-22
SAL005326,EMP00442,96271.62,14426.28,12594.67,98103.23,2025-08-02
SAL005327,EMP00757,90919.16,5890.84,10174.8,86635.2,2025-03-27
SAL005328,EMP00235,82855.36,10257.65,12723.49,80389.52,2025-04-10
SAL005329,EMP00519,33581.62,17972.82,6637.42,44917.02,2024-10-03
SAL005330,EMP00498,101947.3,6990.66,4368.07,104569.89,2025-01-03
SAL005331,EMP00624,31582.66,13600.75,7732.3,37451.11,2025-11-20
SAL005332,EMP01013,40704.48,12226.05,14006,38924.53,2024-12-17
SAL005333,EMP01076,63021.8,3843.87,9917.46,56948.21,2026-02-14
SAL005334,EMP00633,112056.52,4723.93,10155.62,106624.83,2025-12-02
SAL005335,EMP00387,122256.71,13079.69,2256.66,133079.74,2025-11-20
SAL005336,EMP00260,25786.31,5043.27,11915.34,18914.24,2025-04-08
SAL005337,EMP01159,24822.24,3498.86,5063.92,23257.18,2026-07-12
SAL005338,EMP00606,119233.35,2708.08,8700.6,113240.83,2026-04-26
SAL005339,EMP00589,75352.19,5890.15,9833.85,71408.49,2025-08-16
SAL005340,EMP00959,118465.74,7586.53,9408.71,116643.56,2025-02-02
SAL005341,EMP01088,124463.01,13288.97,3696.7,134055.28,2026-03-01
SAL005342,EMP00890,136546.64,10240.21,2677.11,144109.74,2025-04-18
SAL005343,EMP00265,23468.31,4786.03,6986.2,21268.14,2024-10-15
SAL005344,EMP00936,95112.97,19313.62,2276.97,112149.62,2026-08-03
SAL005345,EMP00419,124173.72,2092.86,12420.55,113846.03,2025-11-26
SAL005346,EMP00321,142748.41,19124.22,10339.34,151533.29,2025-02-12
SAL005347,EMP00979,83006,2521.19,13037.26,72489.93,2025-06-24
SAL005348,EMP00874,53765.78,10079.6,2978.38,60867,2024-10-17
SAL005349,EMP00769,130540.59,4181.16,6363.03,128358.72,2025-10-15
SAL005350,EMP01226,140350.94,8551.33,2774.36,146127.91,2025-05-30
SAL005351,EMP00507,109679.7,19404.96,5913.71,123170.95,2024-09-04
SAL005352,EMP00583,53823.87,1805.22,4074.81,51554.28,2024-10-30
SAL005353,EMP00506,142949.76,8764.8,10929.49,140785.07,2026-07-03
SAL005354,EMP00703,89689.74,12963.37,11882.49,90770.62,2024-11-21
SAL005355,EMP00249,83916.95,12419.25,12387.5,83948.7,2025-08-11
SAL005356,EMP00018,127606.42,4681.29,11364.38,120923.33,2026-03-25
SAL005357,EMP01037,84876.28,10130.3,14974.48,80032.1,2026-06-23
SAL005358,EMP01159,121227.83,18472.2,12096.24,127603.79,2026-04-25
SAL005359,EMP00071,90135.59,4356.64,8957.59,85534.64,2025-05-01
SAL005360,EMP00261,47642.89,13493.79,13401.72,47734.96,2026-07-20
SAL005361,EMP00156,120723.94,9410.59,13770.37,116364.16,2025-12-04
SAL005362,EMP00819,50019.35,11640.18,13451.05,48208.48,2025-09-06
SAL005363,EMP00479,34790.54,13667.34,1340.92,47116.96,2025-05-16
SAL005364,EMP00576,137015.75,12430.41,12003.02,137443.14,2024-11-06
SAL005365,EMP00850,146496.37,19127.61,13922.27,151701.71,2024-11-28
SAL005366,EMP00124,66334.72,9345.47,2836.01,72844.18,2026-07-30
SAL005367,EMP00931,104746.95,18969.37,3287.59,120428.73,2026-05-19
SAL005368,EMP00297,132898.64,4950.27,4890.39,132958.52,2024-10-26
SAL005369,EMP00015,92621.31,4404.98,12621.72,84404.57,2025-01-04
SAL005370,EMP01211,127746.77,10481.48,2569.32,135658.93,2025-05-06
SAL005371,EMP00993,29776.01,1495.68,6288.36,24983.33,2025-02-17
SAL005372,EMP00063,66893.23,7459,12542.58,61809.65,2025-08-04
SAL005373,EMP00162,124381.06,17004.84,6985.17,134400.73,2025-02-06
SAL005374,EMP00957,114511.49,12818.17,9082.23,118247.43,2025-03-30
SAL005375,EMP00123,65968.73,15065.41,12671.4,68362.74,2025-01-07
SAL005376,EMP00317,41721.91,9252.15,8134.84,42839.22,2025-12-04
SAL005377,EMP00539,124016.3,19071.01,12486.4,130600.91,2025-03-01
SAL005378,EMP00087,43442.05,6953.07,11064.43,39330.69,2026-05-31
SAL005379,EMP00176,94659.42,14241.76,2664.73,106236.45,2025-03-24
SAL005380,EMP00668,145894.44,5699.42,10523.05,141070.81,2025-07-26
SAL005381,EMP00681,76416.4,13270.08,6467.38,83219.1,2026-05-25
SAL005382,EMP00261,56646.36,11298.33,10088.9,57855.79,2026-03-17
SAL005383,EMP00939,90842.94,4133.04,14341.33,80634.65,2025-02-01
SAL005384,EMP00251,118159.76,12708.27,1721.8,129146.23,2025-01-26
SAL005385,EMP00440,31283.26,5293.93,2318.41,34258.78,2025-03-18
SAL005386,EMP00764,52522.67,11822.31,14367.16,49977.82,2024-09-29
SAL005387,EMP00093,128481.21,19995.05,6049.82,142426.44,2025-08-04
SAL005388,EMP00871,90685.97,17909.77,1110.04,107485.7,2024-09-21
SAL005389,EMP00118,138724.3,11816.18,8403.68,142136.8,2024-12-23
SAL005390,EMP00356,44635.81,17445.33,7013.43,55067.71,2025-08-30
SAL005391,EMP01067,131932.25,5174.59,7361.48,129745.36,2026-05-05
SAL005392,EMP00174,63979.74,1769.08,14873.59,50875.23,2026-03-29
SAL005393,EMP00895,67850.31,3211.67,9727.96,61334.02,2026-06-07
SAL005394,EMP00963,44020.49,19066.73,11462.74,51624.48,2024-12-14
SAL005395,EMP01184,114779.83,16501.46,13239.66,118041.63,2025-01-18
SAL005396,EMP01046,95291.55,15576.06,12925.57,97942.04,2025-12-19
SAL005397,EMP00285,22800.81,3741.26,4530.39,22011.68,2025-03-11
SAL005398,EMP01075,130401.5,1444.27,11432.87,120412.9,2024-11-17
SAL005399,EMP00442,126058.26,15627.08,10129.15,131556.19,2026-05-24
SAL005400,EMP01009,53996.7,19704.2,14534.61,59166.29,2025-08-28
SAL005401,EMP00151,32805.65,3211.93,7725.91,28291.67,2025-05-19
SAL005402,EMP00710,124849.62,14424.08,5054.36,134219.34,2025-01-02
SAL005403,EMP00455,21459.89,8077.18,12948.35,16588.72,2025-02-09
SAL005404,EMP00057,56665.47,1445.36,9021.84,49088.99,2026-05-13
SAL005405,EMP00551,49735,14297.3,3151.49,60880.81,2026-07-28
SAL005406,EMP00815,63799.93,6557.47,6689.91,63667.49,2025-08-21
SAL005407,EMP00481,121320.32,5227.18,4364.65,122182.85,2025-11-25
SAL005408,EMP00622,137992.34,9689.88,9924.22,137758,2025-11-01
SAL005409,EMP00745,85358.68,17284.48,1533.32,101109.84,2025-12-20
SAL005410,EMP00988,102174,10167.93,11562.63,100779.3,2026-05-09
SAL005411,EMP00376,32164.39,11709.8,7850.12,36024.07,2024-12-16
SAL005412,EMP00725,80074.48,2194.23,12337.8,69930.91,2026-07-12
SAL005413,EMP00157,88765.91,7880.91,9310.93,87335.89,2025-10-01
SAL005414,EMP01054,90171.69,12029.43,12595.21,89605.91,2026-05-26
SAL005415,EMP00213,148810.75,16013.3,4794.4,160029.65,2026-04-20
SAL005416,EMP00195,90426.54,17490.46,7983.36,99933.64,2024-10-07
SAL005417,EMP01065,90109.82,6031.25,8810.29,87330.78,2025-08-04
SAL005418,EMP00067,111189.06,16366.56,3450.76,124104.86,2025-09-20
SAL005419,EMP00127,138280.47,6924.85,14536.44,130668.88,2026-03-24
SAL005420,EMP00770,96503.67,18715.7,7775.02,107444.35,2025-01-01
SAL005421,EMP00310,104747.18,8535.05,8646.31,104635.92,2026-01-23
SAL005422,EMP00670,69021.65,9608.39,5065.04,73565,2024-11-26
SAL005423,EMP01128,131653.17,9626.64,5818.64,135461.17,2026-05-10
SAL005424,EMP00278,143866.27,6872.83,12322.61,138416.49,2026-01-03
SAL005425,EMP00709,60879.37,9214.32,14598.66,55495.03,2025-01-06
SAL005426,EMP00262,73941.28,4973.88,10454.45,68460.71,2024-08-25
SAL005427,EMP00759,55370.93,17741.89,9663.69,63449.13,2026-04-11
SAL005428,EMP01153,45660.28,11302.41,1614.55,55348.14,2025-11-28
SAL005429,EMP00626,103759.09,14973.18,10041.9,108690.37,2026-03-08
SAL005430,EMP00107,64091.23,12437.47,4999.33,71529.37,2024-10-28
SAL005431,EMP00905,63600.09,13260.93,9789.87,67071.15,2026-04-03
SAL005432,EMP00861,40086.49,14640.15,1489.01,53237.63,2025-12-19
SAL005433,EMP00065,121110.14,6640.97,12850.31,114900.8,2025-11-28
SAL005434,EMP00632,72932.03,1597.73,12968.92,61560.84,2025-03-26
SAL005435,EMP00094,130554.66,18537.85,11739.59,137352.92,2025-10-30
SAL005436,EMP00686,72773.37,13580.01,2685.48,83667.9,2025-04-27
SAL005437,EMP00030,28268.28,13213.55,12995.88,28485.95,2026-05-14
SAL005438,EMP00848,35801.6,17522.15,3716.01,49607.74,2026-03-30
SAL005439,EMP00616,109572.44,12270.3,7643.89,114198.85,2025-05-04
SAL005440,EMP00641,77034.67,12553.92,6053.32,83535.27,2025-03-19
SAL005441,EMP00152,71405.78,13830.32,10782.48,74453.62,2026-01-01
SAL005442,EMP01127,78909.08,10012.87,13422.66,75499.29,2025-11-29
SAL005443,EMP00377,40590.59,1836.85,1705.27,40722.17,2025-08-28
SAL005444,EMP00996,114614.38,10764.3,8754.7,116623.98,2025-02-16
SAL005445,EMP00496,109651.65,17268.37,14573.02,112347,2024-09-08
SAL005446,EMP00740,145543.79,4674.57,9928.44,140289.92,2025-10-07
SAL005447,EMP00592,78728.23,14665.23,11135.94,82257.52,2024-09-02
SAL005448,EMP01036,127265.71,2187.16,10163.86,119289.01,2026-07-27
SAL005449,EMP01123,52605.42,3541.65,6496.52,49650.55,2024-08-15
SAL005450,EMP00247,109655.61,13808.67,1049.19,122415.09,2025-11-26
SAL005451,EMP00854,93819.08,10159.27,5657.75,98320.6,2026-08-11
SAL005452,EMP00440,116313.87,15199.26,9355.35,122157.78,2025-12-26
SAL005453,EMP00327,35959.92,14260.9,5762.71,44458.11,2026-02-25
SAL005454,EMP00135,35881.02,5439.5,3183.32,38137.2,2025-08-24
SAL005455,EMP00393,41915.89,14103.77,14932.21,41087.45,2026-02-28
SAL005456,EMP01046,24828.86,14758.4,9337.98,30249.28,2025-08-05
SAL005457,EMP00713,81361.61,14901.84,6387.98,89875.47,2025-07-20
SAL005458,EMP00542,32547.26,13795.81,5834.85,40508.22,2025-08-24
SAL005459,EMP00566,120072.21,3768.87,6739.76,117101.32,2024-08-20
SAL005460,EMP00193,59166.98,11142.88,12596.86,57713,2025-04-02
SAL005461,EMP01161,66808.67,14172.15,7681.77,73299.05,2026-06-08
SAL005462,EMP00348,25266.37,2142.38,7663.28,19745.47,2026-07-09
SAL005463,EMP00629,35601.48,14517.95,6843.55,43275.88,2025-05-15
SAL005464,EMP01224,52442.52,3753.27,10865.7,45330.09,2025-09-18
SAL005465,EMP00811,92796.59,7044.42,10348.11,89492.9,2025-08-20
SAL005466,EMP00315,61704.25,2792.97,2597.18,61900.04,2025-11-05
SAL005467,EMP00576,142171.88,17047.34,1438.04,157781.18,2025-07-22
SAL005468,EMP00304,36436.83,3452.69,9212.13,30677.39,2025-10-18
SAL005469,EMP00288,32310.59,2717.53,9058.71,25969.41,2025-04-06
SAL005470,EMP01210,67647.36,1039.16,7042.84,61643.68,2025-07-26
SAL005471,EMP00287,116072.39,3935.1,1056.23,118951.26,2024-12-11
SAL005472,EMP00717,149049.44,17242.7,1984.78,164307.36,2026-07-09
SAL005473,EMP00965,117676.55,10755.92,13887.38,114545.09,2025-07-10
SAL005474,EMP00363,47173.78,11525.17,7886.05,50812.9,2024-11-27
SAL005475,EMP01001,22102.68,6249.56,6813.15,21539.09,2025-10-21
SAL005476,EMP00317,86387.42,8412.92,14211.99,80588.35,2026-04-03
SAL005477,EMP00734,116352.27,7395.56,8631.02,115116.81,2025-07-25
SAL005478,EMP00918,31818.58,13142.18,2561.22,42399.54,2025-06-16
SAL005479,EMP00916,24779.42,10661.76,1523.83,33917.35,2025-01-30
SAL005480,EMP01131,135665.65,17171.95,2909.89,149927.71,2026-05-21
SAL005481,EMP00830,100040.08,16515.49,12918.69,103636.88,2026-05-30
SAL005482,EMP00779,121976.74,10043.32,7177.95,124842.11,2025-08-18
SAL005483,EMP00603,121099.18,10533.79,10878.86,120754.11,2026-04-29
SAL005484,EMP00669,98787.39,8183.8,2147.52,104823.67,2025-12-30
SAL005485,EMP00742,21506.85,1890.43,4808.38,18588.9,2025-08-15
SAL005486,EMP00906,131304.28,4131.67,12397.69,123038.26,2024-10-20
SAL005487,EMP00448,59482.02,18819.3,13572.42,64728.9,2024-12-22
SAL005488,EMP00859,62117.9,7197.11,9059.78,60255.23,2025-02-03
SAL005489,EMP00012,148183.49,11402.88,1213.41,158372.96,2025-02-15
SAL005490,EMP00730,42558.1,14918.06,10871.04,46605.12,2026-03-17
SAL005491,EMP00018,119966.56,5051.25,11857.52,113160.29,2025-09-13
SAL005492,EMP01180,53290.1,10084.67,2489.02,60885.75,2025-03-04
SAL005493,EMP01050,115249.48,12672.49,8344.57,119577.4,2025-03-26
SAL005494,EMP00530,48986.45,10326.35,1122.63,58190.17,2026-03-09
SAL005495,EMP00531,119592.82,12411.43,14017.74,117986.51,2026-05-21
SAL005496,EMP00489,45207.2,4973.01,5448.82,44731.39,2025-09-18
SAL005497,EMP00324,40525.14,11950.1,9920.55,42554.69,2024-08-20
SAL005498,EMP00970,140819.3,7749.72,8020.78,140548.24,2025-05-11
SAL005499,EMP00633,95956.4,18844.53,12678.62,102122.31,2025-10-03
SAL005500,EMP01137,141042.71,2363.8,11222.55,132183.96,2024-12-07
SAL005501,EMP00156,137641.59,8300.78,10278.76,135663.61,2026-01-20
